000001,com.android.mms,0.197000,104,0,17650145.322837,0,0
000001,com.android.mms,0.168000,104,0,17650145.322837,0,0
000001,com.android.mms,0.173000,117,0,17650145.322837,0,0
000001,com.android.mms,0.226000,100,0,17650145.322837,0,0
000001,com.android.mms,0.085000,118,0,17650145.322837,0,0
000001,com.android.mms,0.194000,32,0,17650145.322837,0,0
000001,com.android.mms,0.306000,104,0,17650145.322837,0,0
000001,com.android.mms,0.168000,117,0,17650145.322837,0,0
000001,com.android.mms,0.156000,106,0,17650145.322837,0,0
000001,com.android.mms,0.210000,100,0,17650145.322837,0,0
000001,com.android.mms,0.014000,32,0,17650145.322837,0,0
000001,com.android.mms,0.302000,117,0,17650145.322837,0,0
000001,com.android.mms,0.142000,105,0,17650145.322837,0,0
000001,com.android.mms,0.156000,106,0,17650145.322837,0,0
000001,com.android.mms,0.179000,32,0,17650145.322837,0,0
000001,com.android.mms,0.306000,104,0,17650145.322837,0,0
000001,com.android.mms,0.176000,106,0,17650145.322837,0,0
000001,com.android.mms,0.113000,106,0,17650145.322837,0,0
000001,com.android.mms,0.127000,101,0,17650145.322837,0,0
000001,com.android.mms,0.019000,32,0,17650145.322837,0,0
000001,com.android.mms,0.391000,103,0,17650145.322837,0,0
000001,com.android.mms,0.169000,106,0,17650145.322837,0,0
000001,com.android.mms,0.237000,32,0,17650145.322837,0,0
000001,com.android.mms,0.279000,104,0,17650145.322837,0,0
000001,com.android.mms,0.174000,105,0,17650145.322837,0,0
000001,com.android.mms,0.193000,101,0,17650145.322837,0,0
000001,com.android.mms,0.030000,32,0,17650145.322837,0,0
000001,com.android.mms,0.282000,104,0,17650145.322837,0,0
000001,com.android.mms,0.153000,107,0,17650145.322837,0,0
000001,com.android.mms,0.155000,107,0,17650145.322837,0,0
000001,com.android.mms,0.162000,100,0,17650145.322837,0,0
000001,com.android.mms,0.041000,32,0,17650145.322837,0,0
000001,com.android.mms,0.241000,106,0,17650145.322837,0,0
000001,com.android.mms,0.157000,112,0,17650145.322837,0,0
000001,com.android.mms,0.115000,115,0,17650145.322837,0,0
000001,com.android.mms,0.169000,110,0,17650145.322837,0,0
000001,com.android.mms,0.169000,98,0,17650145.322837,0,0
000001,com.android.mms,0.160000,100,0,17650145.322837,0,0
000001,com.android.mms,0.018000,32,0,17650145.322837,0,0
000001,com.android.mms,0.284000,104,0,17650145.322837,0,0
000001,com.android.mms,0.176000,107,0,17650145.322837,0,0
000001,com.android.mms,0.145000,115,0,17650145.322837,0,0
000001,com.android.mms,0.077000,98,0,17650145.322837,0,0
000001,com.android.mms,0.190000,104,0,17650145.322837,0,0
000001,com.android.mms,0.154000,111,0,17650145.322837,0,0
000001,com.android.mms,0.162000,100,0,17650145.322837,0,0
000001,com.android.mms,0.059000,118,0,17650145.322837,0,0
000001,com.android.mms,0.110000,32,0,17650145.322837,0,0
000001,com.android.mms,0.279000,104,0,17650145.322837,0,0
000001,com.android.mms,0.174000,107,0,17650145.322837,0,0
000001,com.android.mms,0.144000,100,0,17650145.322837,0,0
000001,com.android.mms,0.206000,118,0,17650145.322837,0,0
000001,com.android.mms,0.064000,106,0,17650145.322837,0,0
000001,com.android.mms,0.116000,119,0,17650145.322837,0,0
000001,com.android.mms,0.080000,107,0,17650145.322837,0,0
000001,com.android.mms,0.130000,100,0,17650145.322837,0,0
000001,com.android.mms,0.110000,100,0,17650145.322837,0,0
000001,com.android.mms,0.201000,105,0,17650145.322837,0,0
000001,com.android.mms,0.158000,100,0,17650145.322837,0,0
000001,com.android.mms,0.029000,32,0,17650145.322837,0,0
000001,com.android.mms,0.246000,103,0,17650145.322837,0,0
000001,com.android.mms,0.143000,106,0,17650145.322837,0,0
